0.0,1.67,3.238,0.0,0.0,0.326,0.939,0.0,0.0,0.673,0.0,0.0
0.0,0.0,0.0,0.617,0.0,0.0,0.0,0.69,0.0,0.0,0.0,3.27
0.0,0.0,0.0,1.385,0.0,1.043,0.822,2.921,3.082,1.841,0.319,0.0
0.0,0.0,3.858,0.0,0.0,0.0,0.309,0.0,0.0,0.0,0.322,0.0
2.162,0.0,0.0,0.943,0.0,0.0,0.0,2.263,1.366,0.0,0.0,2.232
0.0,0.0,0.0,1.063,1.263,1.413,1.184,3.217,0.341,2.095,0.355,0.0
1.301,0.0,0.0,1.229,0.0,1.247,0.0,1.108,0.651,0.995,0.0,0.694
0.0,0.0,0.0,0.366,0.34,0.0,0.3,0.0,0.0,0.342,1.083,0.0
1.537,0.0,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.606
0.0,0.0,0.0,0.0,0.0,2.011,2.573,4.394,1.841,1.106,0.0,0.0
0.365,0.968,0.929,0.0,0.873,1.701,2.721,0.0,1.733,0.991,0.0,0.0
0.0,2.513,2.13,0.0,0.0,3.472,5.606,0.0,0.0,1.641,1.573,0.0
3.668,1.294,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.046
0.0,0.0,0.0,0.0,0.0,0.0,1.818,3.68,4.394,2.443,0.0,0.0
0.0,0.0,0.0,5.738,0.0,0.0,0.0,3.902,0.0,0.0,0.0,4.761
1.067,0.0,0.0,4.353,2.397,0.0,0.0,4.018,1.757,0.0,0.0,3.717
0.0,0.0,1.537,0.0,0.0,0.0,6.227,0.0,0.0,0.0,2.144,0.0
1.287,4.883,2.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964
0.0,0.0,0.0,4.948,0.0,0.0,0.0,2.948,0.617,3.667,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.626,0.0
0.943,1.841,0.0,4.903,1.338,1.413,0.0,2.484,1.277,1.395,0.0,1.609
0.648,0.0,1.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.046,2.177,0.319,0.0,1.576,3.134,3.787,0.0,1.67,3.194,0.0,0.0
1.246,0.319,0.0,2.626,0.925,0.971,0.693,0.0,0.0,0.0,0.0,4.317
0.0,0.0,0.0,3.039,0.0,0.0,0.0,4.884,0.0,0.0,0.0,3.284
0.0,1.973,0.62,0.0,0.0,3.626,3.024,0.0,0.0,4.042,0.0,0.0
3.464,1.325,0.982,4.06,1.67,2.012,3.552,0.0,0.0,0.0,0.0,2.385
0.0,0.0,0.0,4.899,0.309,0.0,0.0,3.696,0.591,0.0,0.0,4.132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.952,3.345,0.989,0.0,0.358,3.061,4.264,0.328,0.0,0.0,0.0,2.266
0.0,0.632,0.0,2.535,0.631,1.537,0.0,0.353,0.638,0.0,0.0,0.338
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.413,0.617,1.073,0.0,0.0,0.0,0.325,0.0,0.652,1.299,0.31,0.0
0.0,0.0,0.0,0.591,0.0,0.36,0.619,2.386,1.84,0.635,0.0,0.0
